#separator:tab
#html:true
#columns:Word	WordAudio	Meaning	Sentence	SentenceAudio	Translation	Tags
#tags column:7
<ruby>検事<rt>けんじ</rt></ruby>	検事	public prosecutor<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4932</div>	<ruby>懲役<rt>ちょうえき</rt></ruby>２<ruby>年<rt>ねん</rt></ruby>の<ruby>判決<rt>はんけつ</rt></ruby>に<ruby>地方<rt>ちほう</rt></ruby><b><ruby>検事<rt>けんじ</rt></ruby></b>は<ruby>不満<rt>ふまん</rt></ruby>だった。	懲役２年の判決に地方検事は不満だった。	The district attorney wasn't content with a two-year sentence.	pos::noun rank::4501-5000
<ruby>楽園<rt>らくえん</rt></ruby>	楽園	paradise; Eden<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4933</div>	ハワイは<ruby>地上<rt>ちじょう</rt></ruby>の<b><ruby>楽園<rt>らくえん</rt></ruby></b>とよばれている。	ハワイは地上の楽園とよばれている。	Hawaii is known as an earthly paradise.	pos::noun rank::4501-5000
<ruby>無用<rt>むよう</rt></ruby>	無用	useless; futile<div style="font-size:12px;color:#a7aebb;margin-top:4px">na-adjective &middot; frequency rank 4934</div>	<b><ruby>無用<rt>むよう</rt></ruby></b>の<ruby>立<rt>た</rt></ruby>ち<ruby>入<rt>い</rt></ruby>り<ruby>禁止<rt>きんし</rt></ruby>。	無用の立ち入り禁止。	No admittance except on business.	pos::na-adjective rank::4501-5000
<ruby>用<rt>もち</rt></ruby>いる	用いる	to use; to make use of; to utilize<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 4935</div>	ナイフとして<b><ruby>用<rt>もち</rt></ruby>い</b>られている。	ナイフとして用いられている。	It can be used as a knife.	pos::verb rank::4501-5000
<ruby>盛<rt>さか</rt></ruby>ん	盛ん	prosperous; flourishing; thriving<div style="font-size:12px;color:#a7aebb;margin-top:4px">na-adjective &middot; frequency rank 4936</div>	そのグループは<ruby>現在<rt>げんざい</rt></ruby><b><ruby>盛<rt>さか</rt></ruby>ん</b>に<ruby>活動<rt>かつどう</rt></ruby>している。	そのグループは現在盛んに活動している。	That group is presently very active.	pos::na-adjective rank::4501-5000
<ruby>英文<rt>えいぶん</rt></ruby>	英文	English writing; English sentence; English text<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4937</div>	<ruby>明日<rt>あした</rt></ruby>までにこの<ruby>手紙<rt>てがみ</rt></ruby>を<b><ruby>英文<rt>えいぶん</rt></ruby></b>に<ruby>直<rt>なお</rt></ruby>してもらいたい。	明日までにこの手紙を英文に直してもらいたい。	I want to have this letter translated into English by tomorrow.	pos::noun rank::4501-5000
<ruby>証人<rt>しょうにん</rt></ruby>	証人	witness<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4938</div>	<b><ruby>証人<rt>しょうにん</rt></ruby></b>を<ruby>月曜日<rt>げつようび</rt></ruby>に<ruby>喚問<rt>かんもん</rt></ruby>するよう<ruby>提案<rt>ていあん</rt></ruby>します。	証人を月曜日に喚問するよう提案します。	I move that the witness be summoned on Monday.	pos::noun rank::4501-5000
<ruby>購読<rt>こうどく</rt></ruby>	購読	buying and reading (book, magazine, etc.); subscribing (incl. free subscriptions); taking (e.g. newspaper)<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4939</div>	<ruby>私<rt>わたし</rt></ruby>は<ruby>新聞<rt>しんぶん</rt></ruby>を２<ruby>種類<rt>しゅるい</rt></ruby><b><ruby>購読<rt>こうどく</rt></ruby></b>している。	私は新聞を２種類購読している。	I subscribe to two newspapers.	pos::noun rank::4501-5000
<ruby>越<rt>こ</rt></ruby>える	越える	to cross over; to cross; to pass through<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 4940</div>	<ruby>彼<rt>かれ</rt></ruby>のアイデアは<ruby>私<rt>わたし</rt></ruby>の<ruby>理解<rt>りかい</rt></ruby>を<b><ruby>越<rt>こ</rt></ruby>え</b>ている。	彼のアイデアは私の理解を越えている。	His idea is beyond the reach of my understanding.	pos::verb rank::4501-5000
<ruby>退屈<rt>たいくつ</rt></ruby>	退屈	tedious; boring; dull<div style="font-size:12px;color:#a7aebb;margin-top:4px">na-adjective &middot; frequency rank 4941</div>	<b><ruby>退屈<rt>たいくつ</rt></ruby></b>するどころか、とても<ruby>楽<rt>たの</rt></ruby>しかった。	退屈するどころか、とても楽しかった。	Far from being bored, we had a very good time.	pos::na-adjective rank::4501-5000
<ruby>開封<rt>かいふう</rt></ruby>	開封	opening (a letter, parcel, etc.); breaking the seal<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4942</div>	その<ruby>朝<rt>あさ</rt></ruby><ruby>届<rt>とど</rt></ruby>けられた<ruby>郵便<rt>ゆうびん</rt></ruby>を、<ruby>秘書<rt>ひしょ</rt></ruby>は<b><ruby>開封<rt>かいふう</rt></ruby></b>した。	その朝届けられた郵便を、秘書は開封した。	The secretary opened the mail which had been delivered that morning.	pos::noun rank::4501-5000
<ruby>降下<rt>こうか</rt></ruby>	降下	descent; fall; drop<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4943</div>	ホノルル<ruby>着陸<rt>ちゃくりく</rt></ruby>のため<b><ruby>降下<rt>こうか</rt></ruby></b>を<ruby>始<rt>はじ</rt></ruby>めます。	ホノルル着陸のため降下を始めます。	We're going to begin the descent for Honolulu.	pos::noun rank::4501-5000
<ruby>頭部<rt>とうぶ</rt></ruby>	頭部	head<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4944</div>	<ruby>彼<rt>かれ</rt></ruby>が<ruby>嗅覚<rt>きゅうかく</rt></ruby>を<ruby>失<rt>うしな</rt></ruby>ったのは、<b><ruby>頭部<rt>とうぶ</rt></ruby></b>のけがのためだった。	彼が嗅覚を失ったのは、頭部のけがのためだった。	The loss of his sense of smell was due to a head injury.	pos::noun rank::4501-5000
きのこ	きのこ	mushroom<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4945</div>	この<b>きのこ</b>は<ruby>食<rt>た</rt></ruby>べられないんだ。	このきのこは食べられないんだ。	This mushroom is not good to eat.	pos::noun rank::4501-5000
オッケー	オッケー	OK; okay<div style="font-size:12px;color:#a7aebb;margin-top:4px">interjection &middot; frequency rank 4946</div>	<b>ＯＫ</b>！！ブラザー！！それ<ruby>以上<rt>いじょう</rt></ruby><ruby>聞<rt>き</rt></ruby>きたくないぜ！	ＯＫ！！ブラザー！！それ以上聞きたくないぜ！	OK!! Bro!! I don't want to hear any more!	pos::interjection rank::4501-5000
カタログ	カタログ	catalog; catalogue<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4947</div>	<ruby>新<rt>あたら</rt></ruby>しい<b>カタログ</b>を<ruby>送<rt>おく</rt></ruby>って<ruby>下<rt>くだ</rt></ruby>さい。	新しいカタログを送って下さい。	Send me a new catalog.	pos::noun rank::4501-5000
キャベツ	キャベツ	cabbage (Brassica oleracea)<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4948</div>	<ruby>塩漬<rt>しおづ</rt></ruby>け<b>キャベツ</b>を<ruby>細<rt>こま</rt></ruby>かく<ruby>切<rt>き</rt></ruby>る。	塩漬けキャベツを細かく切る。	Chop the pickled cabbage finely.	pos::noun rank::4501-5000
グラム	グラム	gram; gramme<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4949</div>	このジャムの<ruby>正味<rt>しょうみ</rt></ruby><ruby>重量<rt>じゅうりょう</rt></ruby>は２００<b>グラム</b>です。	このジャムの正味重量は２００グラムです。	The net weight of this jam is 200 grams.	pos::noun rank::4501-5000
サメ	サメ	shark<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4950</div>	<b>サメ</b>がその<ruby>男<rt>おとこ</rt></ruby>の<ruby>足<rt>あし</rt></ruby>を<ruby>噛<rt>か</rt></ruby>み<ruby>切<rt>き</rt></ruby>った。	サメがその男の足を噛み切った。	A shark snapped the man's leg off.	pos::noun rank::4501-5000
シャンプー	シャンプー	shampoo<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4951</div>	<b>シャンプー</b>がなくなったよ。	シャンプーがなくなったよ。	We used up the shampoo.	pos::noun rank::4501-5000
ドライ	ドライ	dry<div style="font-size:12px;color:#a7aebb;margin-top:4px">na-adjective &middot; frequency rank 4952</div>	このビールは<b>ドライ</b>だ。	このビールはドライだ。	This beer is dry.	pos::na-adjective rank::4501-5000
バレー	バレー	volleyball<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4953</div>	<ruby>彼<rt>かれ</rt></ruby>は<b>バレー</b>の<ruby>選手<rt>せんしゅ</rt></ruby>です。	彼はバレーの選手です。	He's a volleyball player.	pos::noun rank::4501-5000
ボクシング	ボクシング	boxing<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4954</div>	さあ、<ruby>少<rt>すこ</rt></ruby>し<b>ボクシング</b>をしよう。	さあ、少しボクシングをしよう。	Let's do some boxing.	pos::noun rank::4501-5000
マネジメント	マネジメント	management<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4955</div>	でも、<ruby>仲間<rt>なかま</rt></ruby>たちは<ruby>志<rt>こころざし</rt></ruby>はあっても、<ruby>資金<rt>しきん</rt></ruby><ruby>調達<rt>ちょうたつ</rt></ruby>や<b>マネジメント</b>には<ruby>無知<rt>むち</rt></ruby>でした。	でも、仲間たちは志はあっても、資金調達やマネジメントには無知でした。	However, although our companions were willing, they knew nothing about management or getting money.	pos::noun rank::4501-5000
ワイルド	ワイルド	wild<div style="font-size:12px;color:#a7aebb;margin-top:4px">na-adjective &middot; frequency rank 4956</div>	<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>大<rt>おお</rt></ruby>きな<ruby>舞台<rt>ぶたい</rt></ruby>での<ruby>彼<rt>かれ</rt></ruby>の<b>ワイルド</b>な<ruby>演奏<rt>えんそう</rt></ruby>がとても<ruby>好<rt>す</rt></ruby>きです。	彼女は大きな舞台での彼のワイルドな演奏がとても好きです。	She really likes his wild performances on the big stage.	pos::na-adjective rank::4501-5000
<ruby>中途半端<rt>ちゅうとはんぱ</rt></ruby>	中途半端	halfway; half measures; unfinished<div style="font-size:12px;color:#a7aebb;margin-top:4px">na-adjective &middot; frequency rank 4957</div>	<b><ruby>中途半端<rt>ちゅうとはんぱ</rt></ruby></b>なことはしたくない。	中途半端なことはしたくない。	I don't like to leave things up in the air.	pos::na-adjective rank::4501-5000
<ruby>内定<rt>ないてい</rt></ruby>	内定	tentative decision; unofficial offer (esp. job offer); informal offer<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4958</div>	<ruby>就職<rt>しゅうしょく</rt></ruby>が<b><ruby>内定<rt>ないてい</rt></ruby></b>した。	就職が内定した。	The company has unofficially decided to employ me.	pos::noun rank::4501-5000
<ruby>制定<rt>せいてい</rt></ruby>	制定	enactment; establishment; creation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4959</div>	この<ruby>法律<rt>ほうりつ</rt></ruby>は１９１８<ruby>年<rt>ねん</rt></ruby>に<b><ruby>制定<rt>せいてい</rt></ruby></b>された。	この法律は１９１８年に制定された。	This law came into existence in 1918.	pos::noun rank::4501-5000
<ruby>前方<rt>ぜんぽう</rt></ruby>	前方	ahead; forward; (in) front<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4960</div>	<ruby>彼<rt>かれ</rt></ruby>は<ruby>私<rt>わたし</rt></ruby>の<b><ruby>前方<rt>ぜんぽう</rt></ruby></b>を<ruby>歩<rt>ある</rt></ruby>いた。	彼は私の前方を歩いた。	He walked ahead of me.	pos::noun rank::4501-5000
<ruby>合併<rt>がっぺい</rt></ruby>	合併	merger (of companies, towns, etc.); combination; union<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4961</div>	<ruby>東京<rt>とうきょう</rt></ruby><ruby>銀行<rt>ぎんこう</rt></ruby>と<ruby>三菱銀行<rt>みつびしぎんこう</rt></ruby>が<b><ruby>合併<rt>がっぺい</rt></ruby></b>した。	東京銀行と三菱銀行が合併した。	The Bank of Tokyo amalgamated with the Mitsubishi Bank.	pos::noun rank::4501-5000
<ruby>問<rt>と</rt></ruby>い	問い	question; query<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4962</div>	この<b><ruby>問<rt>と</rt></ruby>い</b>は<ruby>難<rt>むずか</rt></ruby>しすぎて、<ruby>私<rt>わたし</rt></ruby>には<ruby>答<rt>こた</rt></ruby>えられません。	この問いは難しすぎて、私には答えられません。	This question is too difficult for me to answer.	pos::noun rank::4501-5000
<ruby>外来<rt>がいらい</rt></ruby>	外来	foreign; imported<div style="font-size:12px;color:#a7aebb;margin-top:4px">adjective &middot; frequency rank 4963</div>	<ruby>君<rt>きみ</rt></ruby>は<b><ruby>外来<rt>がいらい</rt></ruby></b><ruby>思想<rt>しそう</rt></ruby>に<ruby>偏見<rt>へんけん</rt></ruby>を<ruby>抱<rt>だ</rt></ruby>いているようだ。	君は外来思想に偏見を抱いているようだ。	You seem to be prejudiced against ideas that come from foreign countries.	pos::adjective rank::4501-5000
<ruby>失踪<rt>しっそう</rt></ruby>	失踪	disappearance; running away; going missing<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4964</div>	<ruby>警察<rt>けいさつ</rt></ruby>は<ruby>彼<rt>かれ</rt></ruby>の<b><ruby>失踪<rt>しっそう</rt></ruby></b>を<ruby>調査<rt>ちょうさ</rt></ruby>している。	警察は彼の失踪を調査している。	The police are looking into his disappearance.	pos::noun rank::4501-5000
<ruby>寺院<rt>じいん</rt></ruby>	寺院	Buddhist temple<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4965</div>	<ruby>京都<rt>きょうと</rt></ruby>は<ruby>古<rt>ふる</rt></ruby>い<b><ruby>寺院<rt>じいん</rt></ruby></b>で<ruby>有名<rt>ゆうめい</rt></ruby>である。	京都は古い寺院で有名である。	Kyoto is famous for its old temples.	pos::noun rank::4501-5000
<ruby>専攻<rt>せんこう</rt></ruby>	専攻	major subject; special study<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4966</div>	スーザンはアメリカ<ruby>史<rt>し</rt></ruby>を<b><ruby>専攻<rt>せんこう</rt></ruby></b>しています。	スーザンはアメリカ史を専攻しています。	Susan is majoring in American history.	pos::noun rank::4501-5000
<ruby>崖<rt>がけ</rt></ruby>	崖	cliff; precipice<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4967</div>	その<ruby>切<rt>き</rt></ruby>り<ruby>立<rt>た</rt></ruby>った<b><ruby>崖<rt>がけ</rt></ruby></b>には<ruby>近<rt>ちか</rt></ruby>づかないで。	その切り立った崖には近づかないで。	Keep away from the vertical cliff!	pos::noun rank::4501-5000
<ruby>市役所<rt>しやくしょ</rt></ruby>	市役所	municipal office; council; city hall<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 4968</div>	<b><ruby>市役所<rt>しやくしょ</rt></ruby></b>まで<ruby>歩<rt>ある</rt></ruby>いてどのくらいかかりますか。	市役所まで歩いてどのくらいかかりますか。	How long does it take to walk to the city hall?	pos::noun rank::4501-5000
